gene,lfc_a_minus_b,mean_a,mean_b,frac_a,frac_b,pval,padj
Ms4a7,0.22427701950073242,0.37673982977867126,0.15246281027793884,0.2828282828282828,0.09954407294832827,6.293376320751189e-12,2.5173505283004757e-08
Slc8a1,0.3162314295768738,0.5632244348526001,0.2469930201768875,0.3373737373737374,0.15653495440729484,6.610512964654284e-12,2.6442051858617134e-08
Klf13,0.31396645307540894,0.7321488261222839,0.418182373046875,0.5535353535353535,0.33206686930091184,7.148179331847204e-12,2.8592717327388815e-08
Stap1,0.1995704174041748,0.35679247975349426,0.15722206234931946,0.29292929292929293,0.13601823708206687,8.42552633761728e-12,3.370210535046912e-08
Ifit2,0.7042961120605469,2.2035374641418457,1.4992413520812988,0.8080808080808081,0.5782674772036475,8.453158020700971e-12,3.3812632082803884e-08
Lgmn,0.38097918033599854,0.7499029040336609,0.36892372369766235,0.43434343434343436,0.24164133738601823,8.945159562418378e-12,3.5780638249673514e-08
Havcr2,0.19197311997413635,0.3319406807422638,0.13996756076812744,0.31717171717171716,0.13145896656534956,1.0263525928163828e-11,4.1054103712655314e-08
Ifi35,0.33411502838134766,0.9391704201698303,0.6050553917884827,0.6565656565656566,0.45972644376899696,1.0366326807536979e-11,4.1465307230147914e-08
C1qc,0.17406809329986572,0.3222143352031708,0.14814624190330505,0.24646464646464647,0.10258358662613981,1.1693273450454528e-11,4.677309380181811e-08
Abi3,0.16172665357589722,0.2504452168941498,0.08871855586767197,0.24848484848484848,0.0911854103343465,1.321516464157966e-11,5.286065856631864e-08
Foxn3,0.24692830443382263,0.5436661243438721,0.29673781991004944,0.3898989898989899,0.23024316109422494,1.3637247259609021e-11,5.4548989038436086e-08
Hspa1a,0.3233422040939331,0.6691263914108276,0.34578418731689453,0.40606060606060607,0.20820668693009117,1.4000987100874942e-11,5.600394840349977e-08
Phf11d,0.2687996029853821,0.4369352161884308,0.1681356281042099,0.3414141414141414,0.14817629179331307,1.510968775519411e-11,6.043875102077643e-08
Myo1f,0.35646823048591614,0.8558022379875183,0.4993340075016022,0.5656565656565656,0.3662613981762918,1.5307383002779296e-11,6.122953201111718e-08
Gbp3,0.33020105957984924,0.7678508162498474,0.43764975666999817,0.5191919191919192,0.3252279635258359,1.555774267887288e-11,6.223097071549153e-08
Cdc42,0.3332778215408325,1.7702137231826782,1.4369359016418457,0.8707070707070707,0.7857142857142857,1.7071153631106058e-11,6.828461452442423e-08
Ms4a4a,0.1776421219110489,0.29746922850608826,0.11982710659503937,0.27474747474747474,0.11702127659574468,1.7153553401603224e-11,6.86142136064129e-08
Ctsh,0.2706064283847809,0.6195985674858093,0.34899213910102844,0.4585858585858586,0.2803951367781155,1.8470979448257696e-11,7.388391779303079e-08
Crip1,0.31698644161224365,0.5721979141235352,0.2552114725112915,0.3878787878787879,0.17249240121580547,2.333672526373503e-11,9.334690105494011e-08
Lrrc25,0.33406364917755127,0.7746679186820984,0.4406042695045471,0.5414141414141415,0.3594224924012158,2.3531246964310153e-11,9.412498785724062e-08
Ccl9,0.23531964421272278,0.5101760625839233,0.27485641837120056,0.402020202020202,0.2013677811550152,2.3947347284957477e-11,9.578938913982991e-08
Akr1a1,0.30777332186698914,0.7211285829544067,0.4133552610874176,0.498989898989899,0.30927051671732525,2.514179245395826e-11,1.0056716981583304e-07
Rps27,0.246160626411438,1.9709925651550293,1.7248319387435913,0.8747474747474747,0.8563829787234043,2.7499186463360233e-11,1.0999674585344093e-07
Igf1r,-0.5321202278137207,1.0828216075897217,1.6149418354034424,0.6262626262626263,0.7378419452887538,2.8289470564594694e-11,1.1315788225837878e-07
Rps29,0.3850148916244507,1.84372079372406,1.4587059020996094,0.8323232323232324,0.7682370820668692,3.1872275042305826e-11,1.2748910016922332e-07
Prdx5,0.4022254943847656,2.593534231185913,2.1913087368011475,0.9272727272727272,0.8655015197568389,3.387706075267941e-11,1.3550824301071762e-07
Cyth1,-0.3875133991241455,0.6304755210876465,1.017988920211792,0.5050505050505051,0.64209726443769,3.5948750415732987e-11,1.4379500166293195e-07
Twf2,0.15862904489040375,0.2964547872543335,0.13782574236392975,0.3090909090909091,0.1466565349544073,3.632633733419511e-11,1.4530534933678044e-07
Eno1,0.41137629747390747,1.4045358896255493,0.9931595921516418,0.8080808080808081,0.6246200607902735,3.8374851939119134e-11,1.5349940775647653e-07
